airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air India,Delhi,Morning,two_or_more,Early_Morning,Chennai,Economy,1219.8,5,13161
Vistara,Delhi,Early_Morning,two_or_more,Evening,Chennai,Economy,745.2,5,14028
SpiceJet,Delhi,Morning,one,Evening,Chennai,Economy,385.2,5,13935
Vistara,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,529.8,5,16212
Vistara,Delhi,Early_Morning,two_or_more,Evening,Chennai,Economy,840.0,5,16212
Vistara,Delhi,Morning,two_or_more,Night,Chennai,Economy,840.0,5,16212
Vistara,Delhi,Morning,two_or_more,Night,Chennai,Economy,900.0,5,16212
Vistara,Delhi,Early_Morning,two_or_more,Night,Chennai,Economy,1030.2,5,16212
Vistara,Delhi,Night,two_or_more,Evening,Chennai,Economy,1395.0,5,16212
Vistara,Delhi,Evening,two_or_more,Morning,Chennai,Economy,915.0,5,16391
Vistara,Delhi,Evening,two_or_more,Morning,Chennai,Economy,1005.0,5,16391
Vistara,Delhi,Afternoon,two_or_more,Morning,Chennai,Economy,1114.8,5,16391
Air India,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,505.2,5,16393
Air India,Delhi,Early_Morning,one,Morning,Chennai,Economy,1770.0,5,16393
Air India,Delhi,Afternoon,two_or_more,Early_Morning,Chennai,Economy,1105.2,5,17338
Air India,Delhi,Night,one,Morning,Chennai,Economy,885.0,5,18913
Air India,Delhi,Evening,two_or_more,Morning,Chennai,Economy,1084.8,5,18913
Vistara,Delhi,Early_Morning,two_or_more,Evening,Chennai,Economy,745.2,5,21615
Air India,Delhi,Evening,one,Morning,Chennai,Economy,895.2,5,21285
Air India,Delhi,Evening,one,Morning,Chennai,Economy,955.2,5,21285
Air India,Delhi,Evening,one,Morning,Chennai,Economy,1015.2,5,21285
Air India,Delhi,Evening,one,Morning,Chennai,Economy,1024.8,5,21285
Air India,Delhi,Morning,one,Morning,Chennai,Economy,1555.2,5,21285
Air India,Delhi,Early_Morning,one,Morning,Chennai,Economy,1615.2,5,21285
Air India,Delhi,Early_Morning,one,Morning,Chennai,Economy,1675.2,5,21285
SpiceJet,Delhi,Evening,zero,Night,Chennai,Economy,169.8,6,7425
SpiceJet,Delhi,Evening,zero,Night,Chennai,Economy,169.8,6,7425
SpiceJet,Delhi,Early_Morning,zero,Morning,Chennai,Economy,175.2,6,7425
SpiceJet,Delhi,Early_Morning,zero,Morning,Chennai,Economy,175.2,6,7425
Vistara,Delhi,Early_Morning,zero,Morning,Chennai,Economy,165.0,6,7425
Vistara,Delhi,Evening,zero,Night,Chennai,Economy,169.8,6,7425
Vistara,Delhi,Evening,zero,Night,Chennai,Economy,169.8,6,7425
Vistara,Delhi,Afternoon,zero,Evening,Chennai,Economy,169.8,6,7530
Indigo,Delhi,Morning,zero,Morning,Chennai,Economy,169.8,6,7425
Indigo,Delhi,Evening,zero,Evening,Chennai,Economy,169.8,6,7425
Indigo,Delhi,Night,zero,Night,Chennai,Economy,169.8,6,7425
Indigo,Delhi,Night,zero,Late_Night,Chennai,Economy,169.8,6,7425
Indigo,Delhi,Early_Morning,zero,Morning,Chennai,Economy,175.2,6,7425
Indigo,Delhi,Afternoon,zero,Afternoon,Chennai,Economy,175.2,6,7425
Indigo,Delhi,Evening,zero,Night,Chennai,Economy,175.2,6,7425
Indigo,Delhi,Evening,zero,Night,Chennai,Economy,180.0,6,7425
Air India,Delhi,Evening,zero,Evening,Chennai,Economy,165.0,6,7425
Air India,Delhi,Early_Morning,zero,Morning,Chennai,Economy,169.8,6,7425
Air India,Delhi,Morning,zero,Afternoon,Chennai,Economy,169.8,6,7425
Air India,Delhi,Night,zero,Night,Chennai,Economy,175.2,6,7425
SpiceJet,Delhi,Morning,one,Evening,Chennai,Economy,370.2,6,7425
SpiceJet,Delhi,Night,one,Early_Morning,Chennai,Economy,565.2,6,7425
SpiceJet,Delhi,Evening,one,Early_Morning,Chennai,Economy,735.0,6,7425
SpiceJet,Delhi,Evening,one,Early_Morning,Chennai,Economy,735.0,6,7425
SpiceJet,Delhi,Evening,one,Early_Morning,Chennai,Economy,784.8,6,7425
SpiceJet,Delhi,Early_Morning,one,Night,Chennai,Economy,840.0,6,7425
SpiceJet,Delhi,Early_Morning,one,Night,Chennai,Economy,900.0,6,7425
SpiceJet,Delhi,Evening,one,Afternoon,Chennai,Economy,1189.8,6,7425
SpiceJet,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,1480.2,6,7425
SpiceJet,Delhi,Evening,one,Night,Chennai,Economy,1534.8,6,7425
SpiceJet,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,1540.2,6,7425
SpiceJet,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,1579.8,6,7425
SpiceJet,Delhi,Evening,one,Night,Chennai,Economy,1585.2,6,7425
AirAsia,Delhi,Evening,two_or_more,Morning,Chennai,Economy,945.0,6,7426
SpiceJet,Delhi,Evening,one,Evening,Chennai,Economy,1375.2,6,7530
Indigo,Delhi,Early_Morning,one,Morning,Chennai,Economy,295.2,6,7950
Indigo,Delhi,Evening,one,Late_Night,Chennai,Economy,295.2,6,7950
Indigo,Delhi,Morning,one,Afternoon,Chennai,Economy,325.2,6,7950
Indigo,Delhi,Evening,one,Night,Chennai,Economy,325.2,6,7950
Indigo,Delhi,Early_Morning,one,Morning,Chennai,Economy,349.8,6,7950
Indigo,Delhi,Morning,one,Afternoon,Chennai,Economy,400.2,6,7950
Indigo,Delhi,Evening,one,Late_Night,Chennai,Economy,400.2,6,7950
Indigo,Delhi,Afternoon,one,Evening,Chennai,Economy,405.0,6,7950
Indigo,Delhi,Afternoon,one,Night,Chennai,Economy,430.2,6,7950
Indigo,Delhi,Afternoon,one,Evening,Chennai,Economy,445.2,6,7950
Indigo,Delhi,Morning,one,Afternoon,Chennai,Economy,454.8,6,7950
Indigo,Delhi,Afternoon,one,Night,Chennai,Economy,495.0,6,7950
Indigo,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,499.8,6,7950
Indigo,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,514.8,6,7950
Indigo,Delhi,Night,one,Early_Morning,Chennai,Economy,520.2,6,7950
Indigo,Delhi,Morning,one,Night,Chennai,Economy,544.8,6,7950
Indigo,Delhi,Afternoon,one,Night,Chennai,Economy,550.2,6,7950
Indigo,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,585.0,6,7950
Indigo,Delhi,Morning,one,Evening,Chennai,Economy,600.0,6,7950
Indigo,Delhi,Morning,one,Night,Chennai,Economy,625.2,6,7950
Indigo,Delhi,Evening,one,Early_Morning,Chennai,Economy,625.2,6,7950
Indigo,Delhi,Night,one,Early_Morning,Chennai,Economy,630.0,6,7950
Indigo,Delhi,Morning,one,Evening,Chennai,Economy,655.2,6,7950
Indigo,Delhi,Morning,one,Night,Chennai,Economy,664.8,6,7950
Indigo,Delhi,Afternoon,one,Night,Chennai,Economy,675.0,6,7950
Indigo,Delhi,Afternoon,one,Late_Night,Chennai,Economy,690.0,6,7950
Indigo,Delhi,Morning,one,Night,Chennai,Economy,709.8,6,7950
Indigo,Delhi,Early_Morning,one,Evening,Chennai,Economy,715.2,6,7950
AirAsia,Delhi,Night,one,Morning,Chennai,Economy,705.0,6,8790
Air India,Delhi,Night,one,Early_Morning,Chennai,Economy,634.8,6,9840
Air India,Delhi,Evening,one,Early_Morning,Chennai,Economy,820.2,6,9840
Air India,Delhi,Evening,one,Early_Morning,Chennai,Economy,885.0,6,9840
Air India,Delhi,Morning,one,Early_Morning,Chennai,Economy,1335.0,6,9840
Air India,Delhi,Morning,one,Early_Morning,Chennai,Economy,1429.8,6,9840
Vistara,Delhi,Evening,one,Night,Chennai,Economy,319.8,6,11520
Vistara,Delhi,Afternoon,one,Evening,Chennai,Economy,334.8,6,11520
Vistara,Delhi,Evening,one,Night,Chennai,Economy,379.8,6,11520
Vistara,Delhi,Afternoon,one,Evening,Chennai,Economy,424.8,6,11520
Vistara,Delhi,Afternoon,one,Night,Chennai,Economy,454.8,6,11520
Vistara,Delhi,Morning,one,Evening,Chennai,Economy,495.0,6,11520
Vistara,Delhi,Afternoon,one,Night,Chennai,Economy,525.0,6,11520
Vistara,Delhi,Morning,one,Evening,Chennai,Economy,574.8,6,11520
Vistara,Delhi,Afternoon,one,Night,Chennai,Economy,615.0,6,11520
Vistara,Delhi,Morning,one,Evening,Chennai,Economy,625.2,6,11520
Vistara,Delhi,Morning,one,Evening,Chennai,Economy,664.8,6,11520
Vistara,Delhi,Morning,one,Night,Chennai,Economy,685.2,6,11520
Vistara,Delhi,Early_Morning,one,Evening,Chennai,Economy,745.2,6,11520
Vistara,Delhi,Morning,one,Night,Chennai,Economy,765.0,6,11520
Vistara,Delhi,Morning,one,Night,Chennai,Economy,814.8,6,11520
Vistara,Delhi,Early_Morning,one,Evening,Chennai,Economy,850.2,6,11520
Vistara,Delhi,Morning,one,Night,Chennai,Economy,855.0,6,11520
Vistara,Delhi,Night,one,Morning,Chennai,Economy,730.2,6,11625
Vistara,Delhi,Evening,one,Morning,Chennai,Economy,780.0,6,11625
Vistara,Delhi,Evening,one,Morning,Chennai,Economy,829.8,6,11625
Vistara,Delhi,Evening,one,Morning,Chennai,Economy,904.8,6,11625
Vistara,Delhi,Night,one,Morning,Chennai,Economy,660.0,6,11730
Air India,Delhi,Evening,one,Early_Morning,Chennai,Economy,679.8,6,11520
Air India,Delhi,Evening,one,Early_Morning,Chennai,Economy,739.8,6,11520
Air India,Delhi,Evening,one,Early_Morning,Chennai,Economy,799.8,6,11520
Air India,Delhi,Evening,one,Early_Morning,Chennai,Economy,810.0,6,11520
Air India,Delhi,Afternoon,one,Early_Morning,Chennai,Economy,1009.8,6,11520
Air India,Delhi,Night,one,Evening,Chennai,Economy,1249.8,6,11520
Air India,Delhi,Morning,one,Early_Morning,Chennai,Economy,1339.8,6,11520
Air India,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,1399.8,6,11520
Air India,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,1459.8,6,11520
Air India,Delhi,Early_Morning,one,Night,Chennai,Economy,979.8,6,11940
Vistara,Delhi,Early_Morning,one,Morning,Chennai,Economy,364.8,6,12570
Vistara,Delhi,Night,one,Morning,Chennai,Economy,910.2,6,13095
Air India,Delhi,Evening,one,Night,Chennai,Economy,375.0,6,12780
Vistara,Delhi,Night,one,Morning,Chennai,Economy,840.0,6,13200
SpiceJet,Delhi,Evening,one,Evening,Chennai,Economy,1564.8,6,12991
Air India,Delhi,Morning,two_or_more,Early_Morning,Chennai,Economy,1219.8,6,13161
Vistara,Delhi,Early_Morning,two_or_more,Evening,Chennai,Economy,745.2,6,14028
Indigo,Delhi,Morning,two_or_more,Night,Chennai,Economy,649.8,6,14439
Vistara,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,529.8,6,16212
Vistara,Delhi,Morning,two_or_more,Night,Chennai,Economy,840.0,6,16212
Vistara,Delhi,Morning,two_or_more,Night,Chennai,Economy,900.0,6,16212
Vistara,Delhi,Night,two_or_more,Evening,Chennai,Economy,1395.0,6,16212
Vistara,Delhi,Evening,two_or_more,Evening,Chennai,Economy,1444.8,6,16212
Vistara,Delhi,Evening,two_or_more,Morning,Chennai,Economy,915.0,6,16391
Vistara,Delhi,Evening,two_or_more,Morning,Chennai,Economy,1005.0,6,16391
Vistara,Delhi,Afternoon,two_or_more,Morning,Chennai,Economy,1114.8,6,16391
Vistara,Delhi,Night,two_or_more,Evening,Chennai,Economy,1395.0,6,16391
Air India,Delhi,Early_Morning,one,Morning,Chennai,Economy,1750.2,6,18073
Vistara,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,585.0,6,18533
Vistara,Delhi,Early_Morning,two_or_more,Evening,Chennai,Economy,745.2,6,18780
Air India,Delhi,Early_Morning,one,Night,Chennai,Economy,1099.8,6,21285
SpiceJet,Delhi,Evening,zero,Night,Chennai,Economy,169.8,7,7425
SpiceJet,Delhi,Evening,zero,Night,Chennai,Economy,169.8,7,7425
SpiceJet,Delhi,Early_Morning,zero,Morning,Chennai,Economy,175.2,7,7425
SpiceJet,Delhi,Early_Morning,zero,Morning,Chennai,Economy,175.2,7,7425
Vistara,Delhi,Early_Morning,zero,Morning,Chennai,Economy,165.0,7,7425
Vistara,Delhi,Afternoon,zero,Evening,Chennai,Economy,169.8,7,7425
Vistara,Delhi,Evening,zero,Night,Chennai,Economy,169.8,7,7425
Vistara,Delhi,Evening,zero,Night,Chennai,Economy,169.8,7,7425
Indigo,Delhi,Morning,zero,Morning,Chennai,Economy,169.8,7,7425
Indigo,Delhi,Evening,zero,Evening,Chennai,Economy,169.8,7,7425
Indigo,Delhi,Early_Morning,zero,Morning,Chennai,Economy,175.2,7,7425
Indigo,Delhi,Afternoon,zero,Afternoon,Chennai,Economy,175.2,7,7425
Indigo,Delhi,Evening,zero,Night,Chennai,Economy,175.2,7,7425
Indigo,Delhi,Evening,zero,Night,Chennai,Economy,180.0,7,7425
Air India,Delhi,Evening,zero,Evening,Chennai,Economy,165.0,7,7425
Air India,Delhi,Early_Morning,zero,Morning,Chennai,Economy,169.8,7,7425
Air India,Delhi,Morning,zero,Afternoon,Chennai,Economy,169.8,7,7425
Air India,Delhi,Night,zero,Night,Chennai,Economy,175.2,7,7425
SpiceJet,Delhi,Morning,one,Evening,Chennai,Economy,370.2,7,7425
SpiceJet,Delhi,Evening,one,Early_Morning,Chennai,Economy,735.0,7,7425
SpiceJet,Delhi,Evening,one,Early_Morning,Chennai,Economy,784.8,7,7425
SpiceJet,Delhi,Early_Morning,one,Night,Chennai,Economy,840.0,7,7425
SpiceJet,Delhi,Early_Morning,one,Night,Chennai,Economy,900.0,7,7425
SpiceJet,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,1480.2,7,7425
SpiceJet,Delhi,Evening,one,Night,Chennai,Economy,1534.8,7,7425
SpiceJet,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,1540.2,7,7425
SpiceJet,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,1579.8,7,7425
SpiceJet,Delhi,Evening,one,Night,Chennai,Economy,1585.2,7,7425
AirAsia,Delhi,Night,one,Morning,Chennai,Economy,705.0,7,7426
AirAsia,Delhi,Evening,two_or_more,Morning,Chennai,Economy,945.0,7,7426
SpiceJet,Delhi,Evening,one,Early_Morning,Chennai,Economy,735.0,7,7530
Indigo,Delhi,Night,zero,Night,Chennai,Economy,169.8,7,7635
Indigo,Delhi,Night,zero,Late_Night,Chennai,Economy,169.8,7,7635
Indigo,Delhi,Early_Morning,one,Morning,Chennai,Economy,295.2,7,7950
Indigo,Delhi,Evening,one,Late_Night,Chennai,Economy,295.2,7,7950
Indigo,Delhi,Morning,one,Afternoon,Chennai,Economy,325.2,7,7950
Indigo,Delhi,Evening,one,Night,Chennai,Economy,325.2,7,7950
Indigo,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,379.8,7,7950
Indigo,Delhi,Morning,one,Afternoon,Chennai,Economy,400.2,7,7950
Indigo,Delhi,Evening,one,Late_Night,Chennai,Economy,400.2,7,7950
Indigo,Delhi,Afternoon,one,Night,Chennai,Economy,430.2,7,7950
Indigo,Delhi,Morning,one,Afternoon,Chennai,Economy,454.8,7,7950
Indigo,Delhi,Afternoon,one,Night,Chennai,Economy,495.0,7,7950
Indigo,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,499.8,7,7950
Indigo,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,514.8,7,7950
Indigo,Delhi,Night,one,Early_Morning,Chennai,Economy,520.2,7,7950
Indigo,Delhi,Morning,one,Night,Chennai,Economy,544.8,7,7950
Indigo,Delhi,Afternoon,one,Night,Chennai,Economy,550.2,7,7950
Indigo,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,585.0,7,7950
Indigo,Delhi,Morning,one,Evening,Chennai,Economy,600.0,7,7950
Indigo,Delhi,Morning,one,Night,Chennai,Economy,625.2,7,7950
Indigo,Delhi,Evening,one,Early_Morning,Chennai,Economy,625.2,7,7950
Indigo,Delhi,Night,one,Early_Morning,Chennai,Economy,630.0,7,7950
Indigo,Delhi,Morning,one,Evening,Chennai,Economy,655.2,7,7950
Indigo,Delhi,Morning,one,Night,Chennai,Economy,664.8,7,7950
Indigo,Delhi,Afternoon,one,Night,Chennai,Economy,675.0,7,7950
Indigo,Delhi,Afternoon,one,Late_Night,Chennai,Economy,690.0,7,7950
Indigo,Delhi,Early_Morning,one,Evening,Chennai,Economy,715.2,7,7950
Indigo,Delhi,Afternoon,one,Evening,Chennai,Economy,405.0,7,8596
Indigo,Delhi,Early_Morning,one,Morning,Chennai,Economy,349.8,7,9242
Indigo,Delhi,Morning,one,Night,Chennai,Economy,709.8,7,9242
Vistara,Delhi,Evening,one,Night,Chennai,Economy,319.8,7,11520
Vistara,Delhi,Afternoon,one,Evening,Chennai,Economy,334.8,7,11520
Vistara,Delhi,Evening,one,Night,Chennai,Economy,379.8,7,11520
Vistara,Delhi,Afternoon,one,Evening,Chennai,Economy,424.8,7,11520
Vistara,Delhi,Afternoon,one,Night,Chennai,Economy,454.8,7,11520
Vistara,Delhi,Morning,one,Evening,Chennai,Economy,495.0,7,11520
Vistara,Delhi,Afternoon,one,Night,Chennai,Economy,525.0,7,11520
Vistara,Delhi,Morning,one,Evening,Chennai,Economy,574.8,7,11520
Vistara,Delhi,Afternoon,one,Night,Chennai,Economy,615.0,7,11520
Vistara,Delhi,Morning,one,Evening,Chennai,Economy,625.2,7,11520
Vistara,Delhi,Morning,one,Evening,Chennai,Economy,664.8,7,11520
Vistara,Delhi,Morning,one,Night,Chennai,Economy,685.2,7,11520
Vistara,Delhi,Early_Morning,one,Evening,Chennai,Economy,745.2,7,11520
Vistara,Delhi,Morning,one,Night,Chennai,Economy,765.0,7,11520
Vistara,Delhi,Morning,one,Night,Chennai,Economy,814.8,7,11520
Vistara,Delhi,Early_Morning,one,Evening,Chennai,Economy,850.2,7,11520
Vistara,Delhi,Morning,one,Night,Chennai,Economy,855.0,7,11520
Vistara,Delhi,Early_Morning,one,Night,Chennai,Economy,934.8,7,11520
Vistara,Delhi,Night,one,Morning,Chennai,Economy,660.0,7,11625
Vistara,Delhi,Night,one,Morning,Chennai,Economy,730.2,7,11625
Vistara,Delhi,Evening,one,Morning,Chennai,Economy,780.0,7,11625
Vistara,Delhi,Evening,one,Morning,Chennai,Economy,829.8,7,11625
Vistara,Delhi,Evening,one,Morning,Chennai,Economy,904.8,7,11625
Vistara,Delhi,Evening,one,Morning,Chennai,Economy,964.8,7,11625
Air India,Delhi,Early_Morning,one,Evening,Chennai,Economy,615.0,7,11520
Air India,Delhi,Evening,one,Evening,Chennai,Economy,1605.0,7,11520
Air India,Delhi,Night,one,Evening,Chennai,Economy,1405.2,7,11940
Vistara,Delhi,Early_Morning,one,Morning,Chennai,Economy,364.8,7,13095
Vistara,Delhi,Afternoon,two_or_more,Evening,Chennai,Economy,1834.8,7,13918
Vistara,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,2025.0,7,13918
Vistara,Delhi,Early_Morning,two_or_more,Evening,Chennai,Economy,745.2,7,14028
Indigo,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,420.0,7,13814
Vistara,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,529.8,7,16212
Vistara,Delhi,Morning,two_or_more,Night,Chennai,Economy,840.0,7,16212
Vistara,Delhi,Morning,two_or_more,Night,Chennai,Economy,900.0,7,16212
Vistara,Delhi,Early_Morning,two_or_more,Night,Chennai,Economy,1030.2,7,16212
Vistara,Delhi,Night,two_or_more,Evening,Chennai,Economy,1395.0,7,16212
Vistara,Delhi,Early_Morning,two_or_more,Evening,Chennai,Economy,840.0,7,16391
Vistara,Delhi,Evening,two_or_more,Morning,Chennai,Economy,915.0,7,16391
Vistara,Delhi,Evening,two_or_more,Morning,Chennai,Economy,1005.0,7,16391
Vistara,Delhi,Early_Morning,two_or_more,Night,Chennai,Economy,1030.2,7,16391
Vistara,Delhi,Afternoon,two_or_more,Morning,Chennai,Economy,1114.8,7,16391
Air India,Delhi,Early_Morning,one,Morning,Chennai,Economy,1770.0,7,18178
Vistara,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,585.0,7,18533
SpiceJet,Delhi,Morning,one,Evening,Chennai,Economy,385.2,7,18871
Indigo,Delhi,Morning,two_or_more,Night,Chennai,Economy,649.8,7,18980
Air India,Delhi,Evening,one,Morning,Chennai,Economy,1084.8,7,19333
Air India,Delhi,Afternoon,two_or_more,Morning,Chennai,Economy,1369.8,7,19333
Air India,Delhi,Night,one,Morning,Chennai,Economy,885.0,7,19753
Vistara,Delhi,Early_Morning,two_or_more,Evening,Chennai,Economy,745.2,7,23274
SpiceJet,Delhi,Evening,zero,Night,Chennai,Economy,169.8,8,7425
SpiceJet,Delhi,Evening,zero,Night,Chennai,Economy,169.8,8,7425
SpiceJet,Delhi,Early_Morning,zero,Morning,Chennai,Economy,175.2,8,7425
SpiceJet,Delhi,Early_Morning,zero,Morning,Chennai,Economy,175.2,8,7425
Vistara,Delhi,Early_Morning,zero,Morning,Chennai,Economy,165.0,8,7425
Vistara,Delhi,Afternoon,zero,Evening,Chennai,Economy,169.8,8,7425
Indigo,Delhi,Morning,zero,Morning,Chennai,Economy,169.8,8,7425
Indigo,Delhi,Evening,zero,Evening,Chennai,Economy,169.8,8,7425
Indigo,Delhi,Early_Morning,zero,Morning,Chennai,Economy,175.2,8,7425
Indigo,Delhi,Evening,zero,Night,Chennai,Economy,175.2,8,7425
Indigo,Delhi,Evening,zero,Night,Chennai,Economy,180.0,8,7425
Air India,Delhi,Evening,zero,Evening,Chennai,Economy,165.0,8,7425
Air India,Delhi,Early_Morning,zero,Morning,Chennai,Economy,169.8,8,7425
Air India,Delhi,Morning,zero,Afternoon,Chennai,Economy,169.8,8,7425
Air India,Delhi,Night,zero,Night,Chennai,Economy,175.2,8,7425
SpiceJet,Delhi,Night,one,Early_Morning,Chennai,Economy,565.2,8,7425
SpiceJet,Delhi,Evening,one,Early_Morning,Chennai,Economy,735.0,8,7425
SpiceJet,Delhi,Evening,one,Early_Morning,Chennai,Economy,735.0,8,7425
SpiceJet,Delhi,Evening,one,Early_Morning,Chennai,Economy,784.8,8,7425
SpiceJet,Delhi,Early_Morning,one,Night,Chennai,Economy,840.0,8,7425
SpiceJet,Delhi,Early_Morning,one,Night,Chennai,Economy,900.0,8,7425
SpiceJet,Delhi,Evening,one,Afternoon,Chennai,Economy,1165.2,8,7425
SpiceJet,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,1480.2,8,7425
SpiceJet,Delhi,Evening,one,Night,Chennai,Economy,1534.8,8,7425
SpiceJet,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,1540.2,8,7425
SpiceJet,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,1579.8,8,7425
SpiceJet,Delhi,Evening,one,Night,Chennai,Economy,1585.2,8,7425
AirAsia,Delhi,Night,one,Morning,Chennai,Economy,705.0,8,7426
AirAsia,Delhi,Evening,two_or_more,Morning,Chennai,Economy,945.0,8,7426
Vistara,Delhi,Evening,zero,Night,Chennai,Economy,169.8,8,7845
SpiceJet,Delhi,Morning,one,Evening,Chennai,Economy,370.2,8,7530
Indigo,Delhi,Early_Morning,one,Morning,Chennai,Economy,295.2,8,7950
Indigo,Delhi,Evening,one,Late_Night,Chennai,Economy,295.2,8,7950
Indigo,Delhi,Morning,one,Afternoon,Chennai,Economy,325.2,8,7950
Indigo,Delhi,Evening,one,Night,Chennai,Economy,325.2,8,7950
Indigo,Delhi,Early_Morning,one,Morning,Chennai,Economy,349.8,8,7950
Indigo,Delhi,Morning,one,Afternoon,Chennai,Economy,400.2,8,7950
Indigo,Delhi,Evening,one,Late_Night,Chennai,Economy,400.2,8,7950
Indigo,Delhi,Afternoon,one,Evening,Chennai,Economy,405.0,8,7950
Indigo,Delhi,Afternoon,one,Night,Chennai,Economy,430.2,8,7950
Indigo,Delhi,Morning,one,Afternoon,Chennai,Economy,454.8,8,7950
Indigo,Delhi,Afternoon,one,Night,Chennai,Economy,495.0,8,7950
Indigo,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,499.8,8,7950
Indigo,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,514.8,8,7950
Indigo,Delhi,Night,one,Early_Morning,Chennai,Economy,520.2,8,7950
Indigo,Delhi,Morning,one,Night,Chennai,Economy,544.8,8,7950
Indigo,Delhi,Afternoon,one,Night,Chennai,Economy,550.2,8,7950
Indigo,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,585.0,8,7950
Indigo,Delhi,Morning,one,Evening,Chennai,Economy,600.0,8,7950
Indigo,Delhi,Morning,one,Night,Chennai,Economy,625.2,8,7950
Indigo,Delhi,Evening,one,Early_Morning,Chennai,Economy,625.2,8,7950
Indigo,Delhi,Night,one,Early_Morning,Chennai,Economy,630.0,8,7950
Indigo,Delhi,Morning,one,Evening,Chennai,Economy,655.2,8,7950
Indigo,Delhi,Morning,one,Night,Chennai,Economy,664.8,8,7950
Indigo,Delhi,Afternoon,one,Night,Chennai,Economy,675.0,8,7950
Indigo,Delhi,Afternoon,one,Late_Night,Chennai,Economy,690.0,8,7950
Indigo,Delhi,Morning,one,Night,Chennai,Economy,709.8,8,7950
Indigo,Delhi,Early_Morning,one,Evening,Chennai,Economy,715.2,8,7950
Indigo,Delhi,Afternoon,zero,Afternoon,Chennai,Economy,175.2,8,8265
Indigo,Delhi,Night,zero,Late_Night,Chennai,Economy,169.8,8,8895
Vistara,Delhi,Evening,zero,Night,Chennai,Economy,169.8,8,9315
Indigo,Delhi,Night,zero,Night,Chennai,Economy,169.8,8,9525
Air India,Delhi,Night,one,Early_Morning,Chennai,Economy,634.8,8,9840
Air India,Delhi,Evening,one,Early_Morning,Chennai,Economy,885.0,8,9840
Air India,Delhi,Morning,one,Early_Morning,Chennai,Economy,1335.0,8,9840
Air India,Delhi,Morning,one,Early_Morning,Chennai,Economy,1429.8,8,9840
Vistara,Delhi,Evening,one,Night,Chennai,Economy,319.8,8,11520
Vistara,Delhi,Afternoon,one,Evening,Chennai,Economy,334.8,8,11520
Vistara,Delhi,Evening,one,Night,Chennai,Economy,379.8,8,11520
Vistara,Delhi,Afternoon,one,Evening,Chennai,Economy,424.8,8,11520
Vistara,Delhi,Afternoon,one,Night,Chennai,Economy,454.8,8,11520
Vistara,Delhi,Morning,one,Evening,Chennai,Economy,495.0,8,11520
Vistara,Delhi,Afternoon,one,Night,Chennai,Economy,525.0,8,11520
Vistara,Delhi,Morning,one,Evening,Chennai,Economy,574.8,8,11520
Vistara,Delhi,Afternoon,one,Night,Chennai,Economy,615.0,8,11520
Vistara,Delhi,Morning,one,Evening,Chennai,Economy,625.2,8,11520
Vistara,Delhi,Morning,one,Evening,Chennai,Economy,664.8,8,11520
Vistara,Delhi,Morning,one,Night,Chennai,Economy,685.2,8,11520
Vistara,Delhi,Early_Morning,one,Evening,Chennai,Economy,745.2,8,11520
Vistara,Delhi,Morning,one,Night,Chennai,Economy,765.0,8,11520
Vistara,Delhi,Morning,one,Night,Chennai,Economy,814.8,8,11520
Vistara,Delhi,Early_Morning,one,Evening,Chennai,Economy,850.2,8,11520
Vistara,Delhi,Morning,one,Night,Chennai,Economy,855.0,8,11520
Vistara,Delhi,Early_Morning,one,Night,Chennai,Economy,934.8,8,11520
Indigo,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,420.0,8,11231
Air India,Delhi,Evening,one,Early_Morning,Chennai,Economy,679.8,8,11520
Air India,Delhi,Evening,one,Early_Morning,Chennai,Economy,739.8,8,11520
Air India,Delhi,Early_Morning,one,Evening,Chennai,Economy,769.8,8,11520
